id_murid,nama,gaya_belajar,metode_belajar,preferensi_topik,available_start,available_end,is_flexible,whatsapp
M0208,Daniswara  Yuliarti,Visual,Offline,Dasar Pemrograman,2025-09-04 05:02,2025-09-04 07:02,False,0843918347
M0209,Salsabila  Hutapea,Auditori,Offline,Kalkulus 2,2025-09-20 13:30,2025-09-20 14:30,False,0893855338
M0210,Gawati  Prayoga,Kinestetik,Offline,Struktur Data,2025-07-14 08:36,2025-07-14 09:36,False,+62 (079) 523-1247
M0211,Yoga  Mahendra,Visual,Online,Metode Statistik,2025-07-28 18:44,2025-07-28 20:44,True,+62 (607) 767 1440
M0212,Diah  Januar,Visual,Online,Basis Data,2025-12-18 16:10,2025-12-18 18:10,True,+62 (799) 516-9404
M0213,Erik  Rajata,Visual,Offline,Kimia Murni,2025-07-13 08:07,2025-07-13 11:07,False,+62 (85) 558 2227
M0214,Bambang  Prakasa,Visual,Offline,Fisika Listrik,2025-09-01 06:11,2025-09-01 08:11,True,+62-11-791-3296
M0215,Samiah  Sihotang,Kinestetik,Online,Kimia Murni,2025-08-22 21:33,2025-08-22 23:33,True,(007) 188 4754
M0216,Farhunnisa  Usada,Visual,Online,Matematika 2,2025-12-05 20:39,2025-12-05 21:39,False,+62 (499) 802 0119
M0217,Cahyo  Suryono,Auditori,Offline,Metode Statistik,2025-07-27 10:35,2025-07-27 13:35,False,+62 (154) 714-2615
M0218,Panji  Andriani,Kinestetik,Offline,Struktur Data,2025-12-24 20:59,2025-12-24 23:59,False,0877274375
M0219,Leo  Samosir,Auditori,Online,Aljabar Linier,2025-11-17 09:08,2025-11-17 12:08,False,(0536) 403 2137
M0220,Keisha  Winarno,Visual,Offline,Pengantar AI,2025-12-27 21:25,2025-12-27 22:25,False,+62-0693-898-9375
M0221,Violet  Handayani,Kinestetik,Offline,Kalkulus 2,2025-07-23 20:41,2025-07-23 22:41,True,0829010539
M0222,Maya  Maryati,Visual,Online,Kalkulus 2,2025-08-01 04:25,2025-08-01 06:25,True,+62 (062) 343-7210
M0223,Ulva  Padmasari,Auditori,Online,Metode Statistik,2025-10-01 14:10,2025-10-01 17:10,False,+62 (090) 883-7605
M0224,Mulyono  Pangestu,Auditori,Online,Fisika Dasar,2025-10-15 16:03,2025-10-15 17:03,True,(0705) 231 0925
M0225,Kayun  Pangestu,Visual,Online,Logika Matematika,2025-07-18 12:03,2025-07-18 14:03,False,+62 (557) 557-8689
M0226,Margana  Widodo,Kinestetik,Offline,Fisika Magnet,2025-11-24 12:23,2025-11-24 14:23,True,+62 (118) 276 6908
M0227,Warji  Handayani,Kinestetik,Offline,Dasar Pemrograman,2025-10-22 07:39,2025-10-22 08:39,True,+62-008-960-2581
M0228,Zamira  Pangestu,Visual,Online,Fisika Magnet,2025-12-29 03:14,2025-12-29 05:14,False,+62-299-098-4405
M0229,Johan  Yuliarti,Auditori,Online,Pengantar AI,2025-09-02 21:25,2025-09-02 23:25,False,+62 (46) 959-5564
M0230,Prima  Firmansyah,Auditori,Online,Probabilitas & Statistika,2025-11-19 21:00,2025-11-20 00:00,False,+62 (417) 121 4610
M0231,Kayun  Purwanti,Visual,Online,Kalkulus 2,2025-12-06 09:44,2025-12-06 11:44,False,+62 (01) 357 1492
M0232,Ganda  Riyanti,Auditori,Online,Metode Statistik,2025-07-28 19:08,2025-07-28 22:08,True,0835409740
M0233,Tantri  Narpati,Auditori,Offline,Probabilitas & Statistika,2025-09-30 12:39,2025-09-30 14:39,False,+62-0693-110-8136
M0234,Anastasia  Zulaika,Kinestetik,Online,Metode Statistik,2025-07-03 05:26,2025-07-03 06:26,False,+62 (569) 906-5659
M0235,Bella  Gunawan,Visual,Offline,Fisika Listrik,2025-07-19 01:32,2025-07-19 02:32,False,(027) 462-5510
M0236,Puspa  Saptono,Auditori,Offline,Analisis Numerik,2025-09-28 02:52,2025-09-28 04:52,False,(0893) 263 0547
M0237,Umar  Prasetyo,Visual,Offline,Aljabar Linier,2025-08-12 23:57,2025-08-13 01:57,True,082 611 9079
M0238,Zelda  Hidayat,Visual,Online,Fisika Dasar,2025-07-06 05:03,2025-07-06 07:03,False,+62-08-574-3874
M0239,Abyasa  Anggriawan,Kinestetik,Online,Metode Statistik,2025-12-22 02:57,2025-12-22 04:57,True,(039) 251-5337
M0240,Elisa  Latupono,Auditori,Online,Dasar Pemrograman,2025-08-31 03:29,2025-08-31 06:29,True,(023) 753-5506
M0241,Makara  Kusmawati,Kinestetik,Online,Analisis Numerik,2025-09-02 08:32,2025-09-02 11:32,True,0808792111
M0242,Nasim  Firgantoro,Auditori,Online,Fisika Listrik,2025-07-07 00:03,2025-07-07 03:03,False,+62 (063) 617 0428
M0243,Prasetya  Rahayu,Visual,Online,Basis Data,2025-07-29 05:27,2025-07-29 08:27,False,+62 (0883) 988 0766
M0244,Perkasa  Lailasari,Kinestetik,Online,Analisis Numerik,2025-08-16 07:33,2025-08-16 08:33,False,+62 (00) 752 1015
M0245,Karman  Hassanah,Visual,Offline,Kimia Murni,2025-08-27 10:07,2025-08-27 13:07,False,+62 (44) 883-2650
M0246,Yuni  Maryati,Kinestetik,Online,Fisika Listrik,2025-11-21 05:26,2025-11-21 06:26,True,+62-0590-559-7261
M0247,Yoga  Marpaung,Kinestetik,Offline,Pengantar AI,2025-08-20 08:53,2025-08-20 10:53,True,+62-068-398-6324
M0248,Rudi  Prayoga,Kinestetik,Online,Probabilitas & Statistika,2025-08-15 02:11,2025-08-15 05:11,True,+62 (010) 690-6025
M0249,Clara  Winarsih,Visual,Offline,Pengantar AI,2025-12-03 16:47,2025-12-03 19:47,False,+62-002-686-6378
M0250,Empluk  Hidayanto,Kinestetik,Offline,Aljabar Linier,2025-12-22 10:27,2025-12-22 11:27,False,+62 (52) 439-6580
M0251,Malika  Mansur,Auditori,Online,Metode Statistik,2025-09-01 04:41,2025-09-01 06:41,False,0859273946
M0252,Mitra  Prabowo,Auditori,Offline,Fisika Dasar,2025-08-26 15:11,2025-08-26 16:11,False,+62 (00) 540 2719
M0253,Argono  Mandala,Kinestetik,Offline,Fisika Magnet,2025-10-27 12:51,2025-10-27 13:51,False,(031) 249 9884
M0254,Zizi  Prakasa,Auditori,Online,Fisika Dasar,2025-11-12 03:35,2025-11-12 06:35,False,+62-59-319-1148
M0255,Yoga  Jailani,Kinestetik,Offline,Struktur Data,2025-09-08 10:33,2025-09-08 12:33,False,+62-029-733-8598
M0256,Gilang  Kusmawati,Auditori,Offline,Probabilitas & Statistika,2025-11-23 19:41,2025-11-23 22:41,False,+62 (058) 931 5957
M0257,Uli  Mahendra,Auditori,Online,Kalkulus 2,2025-10-25 14:58,2025-10-25 17:58,False,088 477 9883
M0258,Elvina  Napitupulu,Kinestetik,Online,Matematika 2,2025-09-26 08:00,2025-09-26 11:00,False,0844777530
M0259,Muni  Sudiati,Auditori,Offline,Aljabar Linier,2025-10-30 09:42,2025-10-30 12:42,False,+62 (538) 552-9430
M0260,Makara  Agustina,Visual,Online,Kalkulus 2,2025-07-12 07:36,2025-07-12 09:36,False,+62-106-626-9534
M0261,Opung  Halimah,Auditori,Online,Fisika Listrik,2025-12-18 15:40,2025-12-18 18:40,False,(080) 364 2836
M0262,Kasiyah  Aryani,Auditori,Online,Basis Data,2025-12-29 02:59,2025-12-29 03:59,False,+62 (91) 526 3295
M0263,Zamira  Setiawan,Auditori,Offline,Fisika Listrik,2025-08-23 20:07,2025-08-23 22:07,False,+62 (22) 180 9454
M0264,Gilang  Utami,Kinestetik,Offline,Pengantar AI,2025-11-03 12:33,2025-11-03 14:33,True,+62-023-030-4291
M0265,Kayun  Hassanah,Auditori,Online,Aljabar Linier,2025-12-17 18:56,2025-12-17 19:56,False,+62 (69) 808-3806
M0266,Cawuk  Yuliarti,Visual,Online,Kalkulus 2,2025-08-17 12:19,2025-08-17 15:19,True,+62 (057) 103 7285
M0267,Bakidin  Permata,Visual,Offline,Dasar Pemrograman,2025-09-06 14:50,2025-09-06 17:50,False,+62 (968) 007 3414
M0268,Hari  Nababan,Kinestetik,Online,Kimia Murni,2025-10-13 14:33,2025-10-13 15:33,False,+62 (0267) 202-1204
M0269,Hartana  Rajasa,Auditori,Online,Aljabar Linier,2025-08-18 06:41,2025-08-18 09:41,False,(0651) 722 3079
M0270,Luthfi  Hassanah,Visual,Offline,Kimia Murni,2025-11-26 02:51,2025-11-26 05:51,False,(068) 249-1931
M0271,Tiara  Budiman,Kinestetik,Online,Struktur Data,2025-08-05 10:49,2025-08-05 11:49,False,0875783050
M0272,Ana  Simbolon,Auditori,Offline,Metode Statistik,2025-10-02 11:03,2025-10-02 14:03,True,+62 (0281) 232 4024
M0273,Satya  Usada,Kinestetik,Offline,Kimia Murni,2025-07-04 04:29,2025-07-04 05:29,True,(048) 291 3727
M0274,Nurul  Ardianto,Auditori,Offline,Fisika Magnet,2025-10-10 18:14,2025-10-10 20:14,True,+62 (0944) 219 5530
M0275,Malik  Aryani,Auditori,Online,Basis Data,2025-07-30 16:25,2025-07-30 19:25,False,+62 (87) 688-5336
M0276,Bakiono  Yuniar,Auditori,Offline,Analisis Numerik,2025-08-24 14:04,2025-08-24 16:04,False,0822142050
M0277,Gamanto  Rahayu,Visual,Online,Dasar Pemrograman,2025-11-14 14:18,2025-11-14 15:18,False,+62-122-686-5806
M0278,Teddy  Hastuti,Kinestetik,Offline,Analisis Numerik,2025-12-09 08:33,2025-12-09 09:33,True,+62-0830-791-2543
M0279,Mala  Rahmawati,Kinestetik,Offline,Pengantar AI,2025-07-26 03:59,2025-07-26 04:59,False,+62 (570) 547-0349
M0280,Satya  Susanti,Auditori,Online,Probabilitas & Statistika,2025-07-24 04:35,2025-07-24 06:35,True,(022) 597-4154
M0281,Aris  Saefullah,Visual,Online,Pengantar AI,2025-10-12 05:17,2025-10-12 08:17,False,+62-050-410-9247
M0282,Kani  Namaga,Kinestetik,Online,Matematika 2,2025-07-27 07:05,2025-07-27 10:05,False,(031) 643 8615
M0283,Amalia  Zulkarnain,Kinestetik,Online,Fisika Magnet,2025-09-10 09:04,2025-09-10 10:04,False,+62 (0190) 386 0140
M0284,Nova  Mansur,Visual,Offline,Basis Data,2025-07-18 00:31,2025-07-18 01:31,True,+62 (0232) 118-1344
M0285,Labuh  Nugroho,Visual,Offline,Basis Data,2025-07-24 17:50,2025-07-24 18:50,False,+62 (0801) 867-7109
M0286,Shakila  Yuliarti,Kinestetik,Offline,Dasar Pemrograman,2025-08-09 07:10,2025-08-09 08:10,False,+62-180-155-4739
M0287,Gatra  Dongoran,Visual,Offline,Pengantar AI,2025-11-23 21:06,2025-11-23 22:06,False,+62 (0504) 370 7161
M0288,Karimah  Santoso,Auditori,Offline,Fisika Listrik,2025-11-24 02:45,2025-11-24 05:45,True,(066) 261-4030
M0289,Soleh  Irawan,Visual,Online,Matematika 2,2025-11-02 11:30,2025-11-02 12:30,False,+62 (000) 770-1085
M0290,Unggul  Waluyo,Auditori,Online,Aljabar Linier,2025-11-19 21:34,2025-11-19 23:34,False,+62 (0649) 440-7038
M0291,Natalia  Wastuti,Auditori,Offline,Analisis Numerik,2025-12-03 19:13,2025-12-03 22:13,False,+62 (836) 525 6978
M0292,Daniswara  Tamba,Auditori,Offline,Probabilitas & Statistika,2025-12-18 10:52,2025-12-18 13:52,True,0855183256
M0293,Darimin  Sihombing,Auditori,Online,Pengantar AI,2025-10-03 01:26,2025-10-03 04:26,False,+62 (004) 622 3559
M0294,Garan  Dongoran,Visual,Offline,Logika Matematika,2025-12-20 03:01,2025-12-20 06:01,False,+62-040-245-5134
M0295,Mahmud  Santoso,Visual,Offline,Analisis Numerik,2025-07-21 04:08,2025-07-21 07:08,False,+62-05-458-9073
M0296,Endra  Mandala,Kinestetik,Online,Fisika Listrik,2025-09-02 01:19,2025-09-02 02:19,False,+62 (0292) 323 4568
M0297,Latika  Natsir,Kinestetik,Online,Aljabar Linier,2025-09-21 15:30,2025-09-21 18:30,False,+62-84-800-3701
M0298,Panji  Halim,Kinestetik,Online,Aljabar Linier,2025-08-09 11:02,2025-08-09 12:02,False,+62 (03) 246 1384
M0299,Limar  Nasyidah,Auditori,Online,Fisika Magnet,2025-09-05 21:26,2025-09-05 23:26,False,(002) 033 8453
M0300,Manah  Kusumo,Visual,Online,Analisis Numerik,2025-07-12 12:42,2025-07-12 14:42,False,+62 (094) 622-7588
M0301,Nyoman  Ramadan,Kinestetik,Online,Fisika Listrik,2025-08-22 12:07,2025-08-22 14:07,False,(0131) 963-6181
M0302,Nyana  Laksita,Visual,Offline,Probabilitas & Statistika,2025-11-17 14:38,2025-11-17 16:38,True,(0788) 015 4465
M0303,Tri  Nugroho,Visual,Offline,Fisika Dasar,2025-12-10 02:58,2025-12-10 05:58,False,+62 (129) 789-3391
M0304,Garang  Prastuti,Visual,Online,Fisika Dasar,2025-10-22 21:02,2025-10-23 00:02,False,+62 (586) 038-6259
M0305,Perkasa  Sirait,Visual,Offline,Fisika Magnet,2025-10-31 08:11,2025-10-31 09:11,False,(039) 546 4116
M0306,Oman  Sirait,Kinestetik,Offline,Logika Matematika,2025-11-10 12:04,2025-11-10 15:04,False,(0130) 680-2701
M0307,Bakti  Natsir,Kinestetik,Online,Logika Matematika,2025-10-15 05:15,2025-10-15 08:15,False,+62 (0165) 259-2674
M0308,Umay  Saefullah,Kinestetik,Online,Analisis Numerik,2025-11-27 04:24,2025-11-27 06:24,False,(0624) 331 5271
M0309,Muhammad  Waskita,Auditori,Online,Matematika 2,2025-12-13 22:50,2025-12-13 23:50,False,(0245) 065 1698
M0310,Leo  Prayoga,Kinestetik,Online,Struktur Data,2025-10-26 19:59,2025-10-26 21:59,False,(0783) 760-5597
M0311,Icha  Riyanti,Kinestetik,Offline,Basis Data,2025-07-28 03:11,2025-07-28 05:11,False,+62-32-239-8094
M0312,Vero  Iswahyudi,Auditori,Online,Matematika 2,2025-11-13 06:24,2025-11-13 07:24,False,(0629) 190 5631
M0313,Galar  Purwanti,Kinestetik,Online,Kalkulus 2,2025-07-11 08:06,2025-07-11 09:06,False,(0139) 434-0682
M0314,Taswir  Nasyidah,Auditori,Online,Fisika Dasar,2025-09-19 20:31,2025-09-19 23:31,False,+62-613-778-6965
M0315,Dewi  Tarihoran,Visual,Offline,Kalkulus 2,2025-10-19 08:47,2025-10-19 11:47,False,+62 (093) 855 3673
M0316,Luluh  Wibisono,Auditori,Online,Dasar Pemrograman,2025-09-24 06:07,2025-09-24 09:07,False,+62 (0876) 180-0005
M0317,Sabri  Susanti,Auditori,Offline,Struktur Data,2025-11-23 20:32,2025-11-23 23:32,True,+62 (46) 309-0182
M0318,Jarwa  Damanik,Auditori,Online,Logika Matematika,2025-08-16 08:35,2025-08-16 09:35,False,+62 (18) 748-1809
M0319,Karsa  Safitri,Visual,Online,Analisis Numerik,2025-11-13 06:24,2025-11-13 08:24,True,+62 (0142) 270 7465
M0320,Prabu  Kuswoyo,Auditori,Online,Matematika 2,2025-12-08 11:09,2025-12-08 13:09,False,(023) 452 5139
M0321,Asmadi  Maryati,Auditori,Offline,Basis Data,2025-09-18 05:39,2025-09-18 06:39,False,+62 (59) 144 3601
M0322,Pangestu  Aryani,Visual,Offline,Pengantar AI,2025-11-02 07:05,2025-11-02 10:05,False,+62-096-905-7239
M0323,Maman  Usada,Kinestetik,Offline,Fisika Magnet,2025-10-02 01:58,2025-10-02 03:58,False,+62 (92) 424-8826
M0324,Ganda  Sitompul,Kinestetik,Online,Fisika Dasar,2025-10-05 17:37,2025-10-05 20:37,False,+62 (0177) 510 1357
M0325,Praba  Maryadi,Kinestetik,Offline,Fisika Listrik,2025-08-12 20:06,2025-08-12 23:06,False,+62-75-706-8175
M0326,Kenzie  Setiawan,Auditori,Offline,Analisis Numerik,2025-07-11 13:54,2025-07-11 14:54,True,(026) 500-5379
M0327,Kunthara  Firgantoro,Auditori,Online,Kimia Murni,2025-11-11 02:47,2025-11-11 05:47,False,+62 (056) 228-2554
M0328,Cemplunk  Nugroho,Kinestetik,Offline,Fisika Listrik,2025-09-18 19:22,2025-09-18 20:22,False,+62 (28) 494 2389
M0329,Viktor  Puspita,Kinestetik,Online,Fisika Dasar,2025-12-28 02:54,2025-12-28 04:54,False,+62-0332-467-9667
M0330,Capa  Hutagalung,Kinestetik,Online,Analisis Numerik,2025-09-17 02:01,2025-09-17 04:01,True,+62 (61) 168-6128
M0331,Ilyas  Sitorus,Auditori,Offline,Fisika Magnet,2025-10-05 09:00,2025-10-05 12:00,False,(038) 478 4254
M0332,Estiawan  Suartini,Kinestetik,Online,Logika Matematika,2025-07-26 01:44,2025-07-26 02:44,False,(056) 330-1190
M0333,Uchita  Purnawati,Kinestetik,Offline,Matematika 2,2025-09-01 20:17,2025-09-01 21:17,False,+62-054-778-8764
M0334,Bakianto  Saputra,Visual,Offline,Metode Statistik,2025-12-04 17:38,2025-12-04 19:38,False,+62 (0996) 155 8721
M0335,Ajimat  Saputra,Auditori,Online,Basis Data,2025-07-14 12:59,2025-07-14 15:59,True,+62-374-500-6988
M0336,Jefri  Winarno,Kinestetik,Online,Pengantar AI,2025-11-30 08:00,2025-11-30 09:00,False,(0881) 186 4266
M0337,Darimin  Hardiansyah,Auditori,Offline,Fisika Listrik,2025-07-16 06:06,2025-07-16 07:06,False,+62 (545) 358-2723
M0338,Mahesa  Usada,Auditori,Offline,Struktur Data,2025-09-30 10:36,2025-09-30 13:36,True,(019) 195-8278
M0339,Julia  Firmansyah,Visual,Online,Struktur Data,2025-11-04 18:15,2025-11-04 19:15,False,+62 (76) 429 0374
M0340,Manah  Wahyudin,Kinestetik,Offline,Fisika Dasar,2025-12-22 12:20,2025-12-22 15:20,False,+62-216-454-3764
M0341,Endra  Putra,Auditori,Offline,Pengantar AI,2025-11-29 10:51,2025-11-29 12:51,False,+62 (0244) 451 9821
M0342,Martani  Waskita,Auditori,Online,Fisika Magnet,2025-07-19 06:15,2025-07-19 07:15,False,(067) 045-3922
M0343,Galuh  Uwais,Auditori,Offline,Fisika Magnet,2025-08-23 00:24,2025-08-23 03:24,False,+62 (017) 811-8075
M0344,Salman  Suartini,Kinestetik,Offline,Basis Data,2025-07-08 20:18,2025-07-08 21:18,False,+62 (37) 202 8930
M0345,Aswani  Rahayu,Visual,Offline,Matematika 2,2025-12-08 11:15,2025-12-08 14:15,False,+62 (0389) 600-3324
M0346,Rahmi  Fujiati,Auditori,Online,Probabilitas & Statistika,2025-10-01 09:36,2025-10-01 12:36,False,+62-0575-405-1596
M0347,Adhiarja  Napitupulu,Visual,Offline,Fisika Listrik,2025-11-01 19:54,2025-11-01 20:54,False,+62 (93) 260-0273
M0348,Rahmi  Prasetyo,Auditori,Online,Probabilitas & Statistika,2025-09-14 13:05,2025-09-14 16:05,False,+62 (0741) 189 6038
M0349,Putri  Mandala,Auditori,Online,Dasar Pemrograman,2025-09-19 02:29,2025-09-19 04:29,False,0845410752
M0350,Harja  Rahayu,Visual,Online,Dasar Pemrograman,2025-09-15 07:29,2025-09-15 08:29,False,+62 (0027) 213 1650
M0351,Salsabila  Winarno,Visual,Offline,Fisika Dasar,2025-10-13 11:59,2025-10-13 13:59,False,+62 (808) 151-5852
M0352,Teguh  Sitorus,Auditori,Offline,Kalkulus 2,2025-08-21 22:29,2025-08-22 00:29,True,+62 (037) 620-3274
M0353,Arsipatra  Safitri,Auditori,Offline,Probabilitas & Statistika,2025-12-08 18:23,2025-12-08 19:23,True,0802822468
M0354,Tina  Situmorang,Auditori,Online,Analisis Numerik,2025-08-13 05:08,2025-08-13 08:08,False,+62 (0701) 617-3296
M0355,Warsa  Prabowo,Auditori,Online,Probabilitas & Statistika,2025-09-28 19:15,2025-09-28 22:15,False,+62 (51) 702 0617
M0356,Irfan  Situmorang,Auditori,Online,Logika Matematika,2025-11-06 16:42,2025-11-06 18:42,True,081 576 3142
M0357,Jinawi  Hidayanto,Kinestetik,Online,Dasar Pemrograman,2025-07-13 00:13,2025-07-13 01:13,False,+62 (087) 602-6163
M0358,Prabawa  Widiastuti,Auditori,Offline,Logika Matematika,2025-10-27 17:36,2025-10-27 18:36,True,+62 (14) 705 9089
M0359,Dimas  Waskita,Kinestetik,Offline,Metode Statistik,2025-07-22 23:02,2025-07-23 00:02,False,+62 (063) 722 7762
M0360,Nyana  Tamba,Auditori,Online,Kimia Murni,2025-11-29 11:39,2025-11-29 14:39,True,(0653) 192-4765
M0361,Kawaya  Hassanah,Auditori,Offline,Kalkulus 2,2025-12-22 23:59,2025-12-23 01:59,False,(0900) 514-4115
M0362,Asmadi  Farida,Auditori,Online,Fisika Dasar,2025-11-07 00:03,2025-11-07 03:03,True,+62 (045) 941 8261
M0363,Zelaya  Utami,Visual,Offline,Kalkulus 2,2025-11-04 09:24,2025-11-04 11:24,True,(0087) 109 6390
M0364,Bakda  Zulkarnain,Visual,Offline,Kimia Murni,2025-11-06 03:14,2025-11-06 06:14,False,(0439) 583-5933
M0365,Daliono  Nababan,Visual,Offline,Struktur Data,2025-10-11 22:34,2025-10-12 01:34,False,+62 (33) 848-3399
M0366,Ajimat  Suartini,Auditori,Offline,Kimia Murni,2025-09-04 16:37,2025-09-04 17:37,False,+62 (089) 207 4140
M0367,Ozy  Pradipta,Visual,Offline,Probabilitas & Statistika,2025-09-08 05:08,2025-09-08 06:08,False,(067) 559 9720
M0368,Hasta  Mardhiyah,Auditori,Offline,Struktur Data,2025-11-01 14:11,2025-11-01 17:11,False,084 344 4475
M0369,Kartika  Wahyuni,Kinestetik,Offline,Pengantar AI,2025-07-01 06:58,2025-07-01 09:58,False,+62 (98) 845 8504
M0370,Zalindra  Siregar,Visual,Online,Struktur Data,2025-07-22 01:34,2025-07-22 02:34,True,+62-042-313-0204
M0371,Ira  Habibi,Kinestetik,Online,Logika Matematika,2025-09-16 19:23,2025-09-16 20:23,False,(0668) 667 7308
M0372,Edi  Laksita,Visual,Offline,Matematika 2,2025-07-15 06:12,2025-07-15 09:12,False,+62 (0198) 283 5124
M0373,Pangestu  Laksita,Visual,Online,Dasar Pemrograman,2025-09-28 23:32,2025-09-29 00:32,False,0840217762
M0374,Zulfa  Sihombing,Visual,Online,Aljabar Linier,2025-12-15 05:37,2025-12-15 07:37,False,+62-043-178-2050
M0375,Padmi  Nababan,Kinestetik,Offline,Aljabar Linier,2025-12-22 17:50,2025-12-22 18:50,False,+62-348-284-3876
M0376,Gatra  Hartati,Auditori,Online,Logika Matematika,2025-07-15 12:11,2025-07-15 13:11,False,+62 (006) 369 2908
M0377,Zulaikha  Suryatmi,Visual,Offline,Analisis Numerik,2025-09-13 14:22,2025-09-13 16:22,False,+62 (457) 540-3824
M0378,Bagus  Hutapea,Visual,Offline,Fisika Dasar,2025-12-12 01:16,2025-12-12 04:16,False,(085) 921 9980
M0379,Gaman  Thamrin,Visual,Offline,Dasar Pemrograman,2025-10-14 03:44,2025-10-14 06:44,False,+62-201-821-4699
M0380,Cahyo  Sudiati,Auditori,Offline,Probabilitas & Statistika,2025-12-29 00:52,2025-12-29 03:52,False,+62 (0264) 742 3486
M0381,Dwi  Gunawan,Auditori,Offline,Pengantar AI,2025-09-16 06:32,2025-09-16 09:32,True,+62-58-846-9879
M0382,Luluh  Wacana,Visual,Online,Basis Data,2025-07-29 05:29,2025-07-29 06:29,False,+62 (0972) 845-5350
M0383,Jindra  Maryati,Auditori,Online,Fisika Dasar,2025-12-23 01:45,2025-12-23 03:45,True,+62 (924) 093-5980
M0384,Emil  Wahyudin,Kinestetik,Online,Struktur Data,2025-09-28 01:56,2025-09-28 02:56,True,(010) 155-4490
M0385,Rusman  Uwais,Auditori,Offline,Dasar Pemrograman,2025-11-01 13:22,2025-11-01 15:22,True,+62-54-452-8335
M0386,Hasim  Adriansyah,Kinestetik,Online,Analisis Numerik,2025-07-05 23:01,2025-07-06 00:01,True,(026) 352-2114
M0387,Candrakanta  Astuti,Visual,Offline,Fisika Listrik,2025-08-16 23:30,2025-08-17 02:30,False,+62-03-796-0302
M0388,Jumari  Anggraini,Auditori,Online,Fisika Dasar,2025-07-01 02:01,2025-07-01 04:01,True,+62 (079) 319 5756
M0389,Maryadi  Tarihoran,Auditori,Online,Probabilitas & Statistika,2025-08-28 03:41,2025-08-28 04:41,True,+62 (0505) 801 8152
M0390,Ganda  Manullang,Auditori,Online,Logika Matematika,2025-10-21 13:13,2025-10-21 16:13,False,(0035) 717 2104
M0391,Prabawa  Tarihoran,Auditori,Online,Struktur Data,2025-11-25 09:00,2025-11-25 12:00,False,0870444824
M0392,Edi  Narpati,Auditori,Online,Probabilitas & Statistika,2025-10-09 00:01,2025-10-09 02:01,False,(091) 505-1653
M0393,Mujur  Wijaya,Kinestetik,Online,Logika Matematika,2025-12-12 09:51,2025-12-12 12:51,False,(032) 174 4810
M0394,Maya  Sudiati,Auditori,Offline,Kalkulus 2,2025-11-29 11:52,2025-11-29 14:52,True,+62-0814-501-8299
M0395,Caraka  Sirait,Auditori,Online,Pengantar AI,2025-12-30 03:03,2025-12-30 05:03,False,(0443) 325 7532
M0396,Ciaobella  Mahendra,Auditori,Online,Matematika 2,2025-10-21 07:57,2025-10-21 09:57,False,(080) 532-5642
M0397,Kayla  Wijaya,Kinestetik,Offline,Fisika Dasar,2025-10-19 19:33,2025-10-19 20:33,True,+62 (52) 227-3556
M0398,Kusuma  Sirait,Kinestetik,Online,Probabilitas & Statistika,2025-07-23 16:05,2025-07-23 17:05,False,+62 (017) 931 3569
M0399,Bancar  Firgantoro,Kinestetik,Online,Aljabar Linier,2025-09-25 02:51,2025-09-25 05:51,True,+62 (30) 707-4266
M0400,Tirtayasa  Yulianti,Kinestetik,Offline,Fisika Listrik,2025-08-25 03:13,2025-08-25 04:13,False,(023) 239 8012
M0401,Harjaya  Dabukke,Kinestetik,Offline,Struktur Data,2025-12-15 06:22,2025-12-15 09:22,False,+62-0544-296-4251
M0402,Ajimat  Suwarno,Auditori,Online,Kimia Murni,2025-10-11 02:34,2025-10-11 03:34,False,(0947) 811 2905
M0403,Ismail  Zulaika,Kinestetik,Online,Pengantar AI,2025-11-22 11:45,2025-11-22 13:45,True,+62 (057) 101 7335
M0404,Ajeng  Halim,Kinestetik,Online,Probabilitas & Statistika,2025-12-01 04:50,2025-12-01 05:50,False,084 051 7136
M0405,Gada  Kusmawati,Auditori,Online,Dasar Pemrograman,2025-10-31 17:34,2025-10-31 20:34,False,+62 (967) 900 0258
M0406,Kalim  Prasasta,Visual,Offline,Struktur Data,2025-08-03 07:08,2025-08-03 10:08,False,+62 (0708) 133-3613
M0407,Karta  Rahimah,Kinestetik,Offline,Metode Statistik,2025-07-05 03:03,2025-07-05 06:03,False,+62-022-413-2922
M0408,Gaduh  Prabowo,Auditori,Offline,Dasar Pemrograman,2025-12-09 19:24,2025-12-09 21:24,False,+62-066-419-2441
M0409,Harsaya  Sudiati,Kinestetik,Online,Struktur Data,2025-09-05 01:45,2025-09-05 04:45,False,+62-033-251-0057
M0410,Jati  Kuswoyo,Auditori,Online,Struktur Data,2025-12-07 02:31,2025-12-07 03:31,False,+62-82-236-8657
M0411,Wirda  Nainggolan,Kinestetik,Offline,Basis Data,2025-07-05 12:21,2025-07-05 14:21,False,0809409659
M0412,Opung  Prayoga,Kinestetik,Online,Fisika Magnet,2025-11-26 00:32,2025-11-26 02:32,False,(0470) 918-8866
M0413,Karsana  Namaga,Visual,Offline,Struktur Data,2025-09-30 21:03,2025-10-01 00:03,False,+62 (055) 537 1065
M0414,Zulfa  Puspita,Kinestetik,Offline,Fisika Dasar,2025-10-23 04:34,2025-10-23 07:34,False,+62 (19) 005 9053
M0415,Laila  Prastuti,Visual,Online,Fisika Listrik,2025-08-14 12:14,2025-08-14 14:14,True,+62-690-925-5643
